id,account,text,date,is_electronics,training_score,training_auc,prod_score,annotation
948,Wolff Ltd,"Home Sizzler 2 Piece Eyelet Polyester Window Curtain Set - 5 ft, Brown Color Name:Brown                                                                                 |                            Size:Window - 5 feet   Add a dash of colour and a touch of elegance to your home with these polyester curtains. That will surely lend a fresh and new look to your home interiors. With an eyelet heading along the top, it is ready for use with a curtain pole.",2023-02-05,0,0.0037316016,0.726,1.0802703915559262,
949,Wolff Ltd,"Craftshub Arafat Desert Scarf - Stylish & versatile Arafat desert scarf for Men & Women of All Ages Desert scarf also commonly known as arab ARAFAT scarf is a must have fashion accessory these days. It can be spotted everywhere you go these days. Being made from 100% cotton and woven on handlooms makes it perfect for year around use. You can add bit of colour to your summer dress and wear it bit loose. In winter you can use it as normal winter scarf. Loved by both guys and girls, this is must have accessory for modern and fashion loving younger generation.",2023-01-21,0,0.00851921,0.726,0.0492623375604435,
950,Wolff Ltd,HP 680 Original Ink Advantage Cartridge (Black) Colour:Black   Make the most of every memory when you use Original HP Ink cartridges for your photos as every print is developed with quality in mind. Relive great experiences from fade-resistent prints that last a lifetime when using Original HP Ink. Capture more moments with greater page yield and cost efficiencies when you print with Original HP Ink XL cartridges. Keep cartridges out of landfill by using HP's free recycling service with Cartridges 4 Planet Ark collection bins in most Retail stores.,2023-01-28,1,0.027723527,0.726,1.167413665699018,
951,Wolff Ltd,Aimtifit Iron Door Stopper Brown Pack Of 3 Pcs (Brown_P3_264) Item Package Quantity:3                                                                                 |                            Color Name:Brown   Aimtifit Iron Door Stopper Used for stoping the doors,2023-01-25,0,0.017149128,0.726,1.1094781929622417,
952,Wolff Ltd,"Essential Sociology - For Civil Services Main Examination About the Author Nitin Sangwan is a Gujarat cadre IAS officer of 2016 Batch. He secured 28th Rank in Civil Services Examination 2015 with Sociology as an optional subject. By qualification he is a mechanical engineer and also holds a management degree. Seema is a dentist by profession and is passionate about reading on a wide variety of social issues including gender discrimination, demographics, inequalities, rural life and developmental economics. She loves to write in her spare time about social issues apart from keeping the dentist in her alive. The authors shall strive to provide additional information to supplement the book Essential Sociology on their blog www.upsc-sociology.blogspot.in based on the feedback received from the readers and the evolving needs of the exam. The authors also look forward to all the suggestions, feedbacks and comments regarding the book which can be addressed to the authors at: thesociobook@gmail.com.",2023-01-03,0,0.00024922114,0.726,1.122034486575995,
953,Wolff Ltd,"DIAMOND double bow tie for men. A Beau Ties™ original: perfectly pre-tied, available in many of colors We've been handcrafting these bow ties since 1973 and have mastered the craft, each of them have the perfect wave and finish to give you that sharp look. They are easy to wear, pre-tied and adjustable to fit neck sizes up to 18"" (45.72cm); they have a black elastic band and a Velcro closure. Our bow ties are effortlessly elegant and pair great with most formal and party wear shirts. A perfect man accessory to events such as weddings, birthdays, cocktails, conferences and even on date nights or lonesome coffees. Quite versatile, it's suable for all genders and ages. We also have a range of pocket squares made of the same fabric, be sure to check that out for perfect pairing. Good day, godspeed!",2023-01-16,0,0.00463718,0.726,1.0191045105853758,
954,Wolff Ltd,"Where Borders Bleed: An Insider's Account of Indo-Pak Relations About the Author ""An electrical engineer by training, a diplomat by profession and a writer by choice, Rajiv Dogra became a member of the Indian foreign service in 1974. He has served as the consul general of India in Karachi, the ambassador of India to Italy, Romania, Moldova, Albania and San Marino and India's permanent representative to the United Nations agencies based in Rome. Other diplomatic assignments have included those in London, Doha and Stockholm and various tenures in the ministry of external affairs in New Delhi. Uniquely, Dogra has advised a foreign government on restructuring its foreign ministry and has sat on the advisory boards of multinational corporations. Rajiv Dogra is also a well-known media commentator on foreign and strategic affairs. He lives in New Delhi and paints when he's not writing.""",2023-03-05,0,0.0001928916,0.726,1.0955820483644931,
955,Wolff Ltd,"Campus Sutra Men's Cotton Denim Zipper Hoodie Freshen up your winter wardrobe with this sweatshirt for men from campus sutra. This Hoody is made of 100% Cotton, the cotton fabric of hoodie spells pure comfort and warmth. Fetch a casual and cool look for yourself by teaming it with a pair of jeans and sneakers",2023-01-29,0,0.00055734755,0.726,0.1260804716414843,
956,Wolff Ltd,"Pedigree Puppy Dry Dog Food, Chicken & Milk – 10 kg Pack Size:10 kilograms   Pedigree is a complete and balanced food for your dog baby. Made with high quality ingredients, Pedigree provides puppies the 5 Signs of Good Health – healthy skin and coat, strong bones and teeth, healthy digestive system, strong muscles and stronger immune system. Enriched with high amounts of protein, Pedigree dog food provides strong muscles to growing pups for a healthier and more active life. The entire Pedigree Dog food range is formulated by research done by the Waltham Centre for Pet Nutrition, a leading scientific authority in pet nutrition and well-being for over 50 years. Everything we do at Pedigree is for the love of dogs because dogs bring out the good in us and Pedigree pet food brings out the good in them.",2023-02-01,1,0.04625162,0.726,0.0929863318694679,
957,Wolff Ltd,Rena Germany Knife Sharpening Rod - Stainless Steel Knife Sharpener - Knife Sharpener Stone - Serrated Knife Sharpener Stick The sharpening rod is designed to quickly sharpen all your standard kitchen and household tools. The sharpening rod hones and re-aligns the cutting edge at the same time.Total Length Approx. 455 mm & Rod Length Approx. 300 mm The Rod is made of High Carbon Stainless Steel The Handle is made from virgin Polypropelene material.,2023-01-04,0,0.005344911,0.726,1.1648272738887036,
958,Wolff Ltd,"LG 6.5 kg Inverter Fully-Automatic Top Loading Washing Machine (T7581NDDLG, Middle Free Silver)",2023-02-12,0,0.05022146,0.726,1.054901841543082,
959,Wolff Ltd,"How to Win Friends and Influence People Review ""it changed my life"" (Warren Buffet)<br \><br \>""The most successful self-help book of all time... Carnegie has never seemed more relevant"" (The Times) --The Times""It's helped me immeasurably in life. I think everyone should read it"" (Jenny Colgan, Independent on Sunday) --Independent on Sunday)""a no-nonsense guide to being a better person...an easy-to-read, practical guide"" (Spirit and Destiny) --Spirit and Destiny) 				    	 					 About the Author An American writer, lecturer and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking and interpersonal skills. Public Speaking: A Practical Course for Business Men (1926) was the first collection of Carnegie’s writings. It was later entitled Public Speaking and Influencing Men in Business (1932). How to Win Friends and Influence People, when published by Simon and Schuster in 1936, became an instant best-seller and was his crowning achievement. Containing practical advice on how to create success in business and personal lives, this four-part book is a tool used in Dale Carnegie Training. The book had sold five million copies in thirty-one languages by the time of Carnegie’s death.Carnegie served in the U.S. Army during the First World War. In 1931, his first marriage ended in divorce and in 1944, he married Dorothy Price Vanderpool. Carnegie died in 1955 aged sixty-six at his home in Forest Hills, New York and was buried in the Belton, Cass County, Missouri, cemetery.",2023-01-20,0,0.00091150746,0.726,0.1292121514075647,
960,Wolff Ltd,"Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic Beasts/Grindelwald) Book Description J.K. Rowling's five-film Fantastic Beasts adventure series continues with the original screenplay for Fantastic Beasts: The Crimes of Grindelwald  About the Author J.K. Rowling is the author of the record-breaking, multi-award-winning Harry Potter novels. Loved by fans around the world, the series has sold over 500 million copies, been translated into over 80 languages and made into eight blockbuster films. She has written three companion volumes in aid of charity: Quidditch Through the Ages and FantasticBeasts and Where to Find Them (in aid of C omic Relief and Lumos) and The Tales of Beedle the Bard (in aid of Lumos), as well as a screenplay inspired by Fantastic Beasts and Where to Find Them, which marked the start of a five-film series to be written by the author. She has also collaborated on a stage play, Harry Potter and the Cursed Child Parts One and Two, which opened in London's West End in the summer of 2016 and on Broadway in the spring of 2018. In 2012 J.K. Rowling's digital company Pottermore was launched, where fans can enjoy news, features and articles, as well as original content from J.K. Rowling. She is also the author of The Casual Vacancy, a novel for adult readers and the Strike crime series, written under the pseudonym Robert Galbraith. She has received many awards and honours, including an OBE and Companion of Honour, France's Légion d'honneur and the Hans Christian Andersen Award.",2023-01-09,0,0.0007173031,0.726,1.0849204359218412,
961,Wolff Ltd,Qube By Fort Collins Men's Sweatshirt Qube By Fort Collins men's sweatshirt is made of 60 percent cotton and 40 percent polyester fabric and available in multiple colors.,2023-01-01,0,0.00067119725,0.726,0.046457623668374,
962,Wolff Ltd,Iris Rose Home Fragrance Potpourri (100gm) Potpourri is a mixture of dried plant material that emits a gentle fragrance. Put them in a bowl and savour the fragrance as it permeates across the room.,2023-01-19,0,0.00021744384,0.726,0.1495387545980412,
963,Wolff Ltd,"BLACK+DECKER BMT126C Hand Tool Kit (126-Pieces), Orange and Black",2023-02-04,0,0.045149077,0.726,0.0140662456692305,
964,Wolff Ltd,Kartsasta Kids Favourite Minion Coin Bank/Box Piggy Bank Product Description : It is a piggy bank /coin box for kids. Minion Kids Love Durable & Kids Friendly,2023-01-29,0,0.12785226,0.726,1.0524627881912227,
965,Wolff Ltd,"Me Before You Review Poignant . . . heartfelt . . . Me Before You, at it's heart, is about two people who properly listen to each other; it is something good (The Independent on Sunday)Another powerful love story. A deftly plotted narrative populated with likeable engaging characters . . . a bittersweet story about love, learning and letting go. It's a tremendous read and I loved it (Daily Mail)When I finished this novel, I didn't want to review it: I wanted to reread it . . . An affair to remember (The New York Times Book Review)At last, a new Moyes novel - and it's a triumph. Her story of love blossoming in the most unlikely of ways packs such an emotional punch, you'll need a box of tissues (Elle)Compelling, moving and absorbing. It's also a real weepie (Daily Express)Keep the tissues close as Jojo Moyes returns with Me Before You, a heartbreaking yet ultimately uplifting tale about the relationship between an embittered quadriplegic man and the carer who is trying to give him a reason to live (Good Housekeeping)A compelling novel of life and death decisions and unlikely affections. It's magical and heartbreaking, but doesn't shy away from difficult emotional realities. Waterproof mascara essential (Marie Claire)A disarmingly moving love story . . . a lovely novel, both nontraditional and enthralling (Publishers Weekly)This truly beautiful story made us laugh, smile and sob like a baby - you simply have to read it (Closer)Heartbreaking, soul-searching and utterly compelling (Easy Living) 				    	 					 About the Author Jojo Moyes is a journalist and novelist. She worked for ten years at the Independent for ten years before quitting to become a full-time writer. Her previous novels have all been critically acclaimed, including Foreign Fruit, The Ship Of Brides, and The Last Letter From Your Lover. Other books by her are One Plus One and The Girl You Left Behind.",2023-03-23,0,0.0009248441,0.726,0.084756203097669,
966,Wolff Ltd,"Digital Fortress: A Thriller Review “In this fast-paced, plausible tale, Brown blurs the line between good and evil enough to delight patriots and paranoids alike.” ―Publishers Weekly“Digital Fortress is the best and most realistic techno-thriller to reach the market in years... A chilling thrill a minute.” ―The Midwest Book Review“Digital Fortress is smart and reads with all the pace of a hit movie.” ―Larry Lasker, Screenwriter, Wargames and Sneakers“Exciting...will rivet cyber-minded readers.” ―Booklist""A disturbing, cutting-edge techno thriller that should galvanize everyone who sends or receives email or even dreams of navigating the Web.""―John J. Nance, author of Pandora's Clock, The Last Hostage“Brown isn’t just a novelist; he’s a crossover pop culture sensation""―The Boston Globe""A master of the breathless, puzzle-driven thriller.”―Richmond Times-Dispatch“What Brown does in a way that appeals to millions of people around the world is tell stories that remind us there’s more to the world than meets the eye.”―The Huffington Post""Dan Brown is the master of the intellectual cliffhanger."" ―The Wall Street Journal About the Author Dan Brown is the author of numerous #1 bestselling novels, including Digital Fortress, Angels & Demons and The Da Vinci Code, which has sold more than 80 million copies worldwide, making it one of the best selling novels of all time. Named one of the World's 100 Most Influential People by TIME Magazine, he has appeared in the pages of Newsweek, Forbes, People, GQ, The New Yorker, and others. His novels are published in 51 languages around the world. He is a graduate of Amherst College and Phillips Exeter Academy, where he also taught English. Digital Fortress was inspired by his experiences at the academy. He lives in New England with his wife.",2023-01-21,0,0.0038639638,0.726,0.0614188235887227,
967,Wolff Ltd,"Everything You Need to Ace Science in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks) From the Back Cover From the editors of BRAIN QUEST: Americas #1 educational bestseller! This BIG FAT NOTEBOOK makes all the stuff you learn in school SINK IN withkey conceptsmnemonic devicesdefinitionstimelinesand doodlesto help you get BETTER GRADES!Including:ExperimentsMatter, Chemical Reactions, and SolutionsThe Periodic TableAtomsForces and WorkEnergyElectricity and MagnetismThe EarthMinerals and RocksWeather and ClimateCellsGeneticsFossilsThe Solar SystemEcology and EcosystemsPlants and AnimalsThe Human Body About the Author Workman Publishing Company has been producing award-winning calendars, cookbooks, parenting guides, and children's titles, as well as gardening, humor, self-help, and business books, since 1968. From our What to Expect(R) pregnancy and parenting series and Page-A-Day(R) Calendars to the iconic 1,000 Places to See Before You Die(R) and Brain Quest(R) children's products, our wide range of high-quality non-fiction titles and products inspire, educate, and entertain readers around the globe.",2023-02-14,0,0.007698572,0.726,1.1341592164877596,
968,Wolff Ltd,"Fastrack Gradient Square Men's Sunglasses - (M183BR1|59|Brown Color) Product Description Elegant sunglasses to enhance your look!! Beautiful and glamorous sunglasses from Fastrack give you a confident persona and unforgettable charm. This gloriously designed sunglass enhances your look and protects your eyes from harmful ultraviolet rays. It is skin-friendly and comfortable to wear. Fastrack sunglasses are fabricated as per international designs and quality standards. For protecting your eyes from harmful UV rays and giving you an unforgettable charm, Fastrack Sunglasses are best suited. Fastrack as a brand has always been restless like the youth it caters to. Move On to be innovative and creative. The brand delivers special quality accessories for people of all ages and gender. Sunglass range from Fastrack is manufactured using advanced technology. You can chose your favourite style and colour from profuse array of exquisite Fastrack sunglasses. 				    	 					 Seller Warranty Description 1 year on manufacturing defects",2023-02-25,0,0.0008127345,0.726,1.1149767903621486,
969,Wolff Ltd,"HP Pavilion x360 Intel Core i5 8th Gen 14-inch FHD Touchscreen 2-in-1 (8GB/1TB +8GB SSHD/Windows 10 Home/2GB Graphics/Mineral Silver/1.68 Kg), 14-cd0051TX Size name:8 GB   8th Gen Intel Core i5 processor i5-8250U 1.6 GHz, TurboBoost 2.0 up to 3.4 GHz, 6MB smart cache Intel AVX2, enhanced speedstep technology, Intel 64, VT-x Intel speed shift technology, hyper-threading technology. DDR4 system memory. 8 GB PC4-19200 DDR4-2400 (19.2 GB/s) 2 SODIMM Slots (Upgradeable up to 12 GB) . 1 TB (5400 RPM) solid state hybrid drive (SSHD) with 8 GB NAND. HP Protect Smart HDD protection. Digital media reader. SD, SD-HC, SDXC. Multitouch-enabled bright view IPS display. 14-inch (35.56cm) LED Backlit Widescreen, 220 nits 1920 x 1080 Full HD (1080p), 16:9, direct bonding flush glass, Multi-touch screen, supports active pen. NVIDIA GeForce MX130Discrete graphics 2 GB DDR3 dedicated graphics memory DirectX 12. Bang and Olufsen (B and O play) B and O play -Rich, authentic audio experience dual speakers. HP audio boost: Smart Amp -louder and more dynamic audio. LAN and PAN. Wireless LAN -Integrated 802.11ac, Miracast certified PAN-Integrated Bluetooth 4.2LE. Keyboard, pointing device and fingerprint reader. Backlit island-style keyboard HP Image Pad -Image sensors built-in for accurate multitouch gesture support fingerprint reader. Gyroscope, e-compass, accelerometer. Windows 10 home (64-bit) with Microsoft Office Home and Student 2016. Active pen supporting MS Protocol (N-trig 1024 pressure levels). 3-cell prismatic battery, supports fast charge.",2023-03-19,1,0.51019555,0.726,0.0552505468881667,
970,Wolff Ltd,Pro Tec 45mm Telescopic Drawer Channel Slide Standard Type 35 Kg Loading Capacity Zinc Finish Full Extension 200mm 8 In Protec 45mm Full Extension four ball bearings extra smooth & silent 45mm width 60 grams per inch,2023-02-11,0,0.029361194,0.726,1.078402608626916,
971,Wolff Ltd,Nilkamal Plastic Premium Chair Set of 2 ( Brown) Plastic Chair for home and office. Color: Brown,2023-02-10,0,0.0074832262,0.726,1.0723596488580334,
972,Wolff Ltd,"Philips MMS-2550F/94 2.1 Channel Multimedia Speakers System (Black) Philips MMS-2550F/94 2.1 Multimedia Speaker System    A stylish, reliable and compact music system   Loaded with powerful sound drivers and effective audio technology, the Philips 2.1 Multimedia Speaker System optimizes your audio experience so that you enjoy loud and sharper sound output. This music system comes with an effective subwoofer and two satellite speakers that are designed for maximum bass output. It has LCD display, remote control and USB connectivity while the FM radio feature is useful for you to tune into your favourite radio stations. The stylish design of this appliance is complemented by a compact body that saves space.   Powerful and consistent audio for an enhanced experience   The Philips music system is armed with cutting edge sound technology that offers an immersive audio experience. It comes with sound drivers that are capable of producing loud and clear sound. The effective sound throw technology delivers high quality sound without any compromise in the quality, while the 2.1 channel system provides theatre like experience at your home. This system includes one powerful subwoofer and two satellite speakers that generate sharp results. It has a combined output of 2500W. The frequency range of 20-20000 Hz is effective while it has an impedance valu of 4 ohms.   Ease of access and connectivity   Controlling the settings of this music system becomes easy thanks to the remote control. This remote control has a customized design that makes it easy to hold while it comes with effective signal strength as well. This compact remote control enables you to change the volume levels, turn the system on and off and change the song as well. It comes with an LED display that makes navigation easy. This display is complemented by various keys which let you control multiple functions. It has versatile connectivity options that enable you to connect a wide range of music devices, so you can stream music on the go. The USB support is handy for connecting external devices like pen drives. It also features an SD MMC card slot so that you can stream music from memory cards.   Powerful subwoofer for enhanced bass   This stylish and compact Philips multimedia speaker system is equipped with a powerful bass that lets you enjoy clear and loud sound at all volume levels. This 4 inch subwoofer has a wooden structure which exudes consistent natural sound quality. The ergonomic structure of this music system leads to superior bass. These sound drivers are complemented by specially designed vents. The vents entertain more air which comes in through the dedicated chamber located behind the speaker. Hence, you can enjoy thumping bass and hear every sound note with detailing and sharpness. This effective structure facilitates realistic sound which is clear and distortion-free. For queries/assistance please contact the toll free no.: 1800 102 2929.",2023-03-20,1,0.6922756,0.726,1.156969457536677,
973,Wolff Ltd,"LEOXSYS LEO-300N-R4 Wireless Broadband Router WiFi Repeater Range Booster 300Mbps 11N High Gain with 4X 5dbi Antenna LEO-300N-R4 High Gain WiFi Router Repeater All-in-One Device with 300Mbps Wireless Router,WiFi Access Point & WIreless Repeater/Range extender with 3 port Switch. LEO-300N-R4 can work as 300M Wireless Repeater/Booster and connect to other router wirelessly and boost/enhance WiFi Signal instantly. Experiance Fast Wireless speed, LEO-300N-R4 comes with 32MB RAM-four times more than typical WiFi Routers,ensure smooth online browsing & Gaming experiance. 2.4GHz, IEEE802.11b/g/N, up to 300Mbps data transfer rates Compatible with all Indian ADSL ISP like BSNL,MTNL,AIRTEL,TATA INDICOM & All Major Private ISPs. Router firmware has all per-installed Indian ISP settings ,its plug and play internet access. With External 4 powerful 5dBi High Gain Antenna, It will cover maximum WIFi Range in your premises. Local wireless sharing with High Gain 5 dBi Antenna with speed up to 300Mbps, ideal for video streaming,blazing browsing speed. with just 2 step setup, it can easily connect as WiFI Router as well as Wireless Repeater with Auto-WAN detection function.",2023-01-12,1,0.594665,0.726,1.1525739784425193,
974,Wolff Ltd,Mathematics Textbook for Class - 9  - 962,2023-01-12,0,0.5256873,0.726,0.068616340114977,
975,Wolff Ltd,"The Boy Who Harnessed the Wind: Young Readers Edition About the Author William Kamkwamba (williamkamkwamba.com) was born in 1987 and grew up near the village of Wimbe in central Malawi. A recent graduate of Dartmouth College in Hanover, New Hampshire, he is a TED Fellow and IDEO Fellow, and has been a speaker at conferences and universities throughout the United States and the world. His work is supported by the Moving Windmills Project, a nonprofit group that funds Malawian-run rural economic development and education projects (movingwindmills.com).",2023-01-30,0,0.00017651406,0.726,0.1755410023823818,
976,Wolff Ltd,Marks & Spencer Women's Plain Regular Fit Polo Cotton Basic Polo,2023-03-01,0,0.021917637,0.726,0.1131520476646788,
977,Wolff Ltd,"Ziyaa women's Black Colour Straight Crepe Gold Foil Print Kurta (ZIKUCR2069) Lusting After Luster When You Wear This Black Colour kurta By Ziyaa. Crafted From crepe Fabric, It Is Light In Weight And Will Be Soft Against Your Skin. Its Unique Design And Beautiful Colour Will Fetch A Lot Of Second Glances As You Club It With Contrast Coloured Pumps And Flashy Accessory.",2023-02-15,0,0.0076602073,0.726,0.0504675092678592,
978,Wolff Ltd,"Ami Enterprises Tickles White Sequence Card Game Toy, White (25 cm) With touches of canasta, rummy, and poker, this game could easily become a Friday night favorite. The object is to get a sequence, meaning a row of five poker like chips on the game board. The board itself depicts lines of face up playing cards. Players place their crowning chips on top of the card pictures, and can form sequences by using strategy and knowing which sequence cards to keep or discard. Since forethought, luck, and backup plans are the keys to winning, this game is probably too sophisticated for children under 7 years old. (But young ones can team up with adults.) Included are 104 playing cards and 50 crowning chips in each colour: red, blue, and green.",2023-01-05,0,0.102819026,0.726,1.0202083392831829,
979,Wolff Ltd,"Wonderchef by Chef Sanjeev Kapoor Tandoor Duo Aluminium Gas Oven, 4-Pieces, Red and Black Wonderchef's Gas Oven Tandoor is a unique combination of Oven and Tandoor that works on your normal Gas Stove in your very own kitchen. Make grilled and tandoori veg. or non-veg. Kababs, Tikkas and Roasts. Tandoori Rotis, Naans and Parathas. You can also bake cakes and other goodies too! Just an incredible range of cooking is now possible with this dream appliance that everyone loves to have in their kitchen.",2023-01-18,0,0.1267301,0.726,1.0659414564172136,
980,Wolff Ltd,"Prestige Stainless Steel PGL-03 Gas Lighter with Knife, Red Prestige Kitchen Tools and Accessories - Make your kitchen work a lot easier with high quality kitchen tools and accessories These specialised individual tools are versatile, easy to clean and easy to store.",2023-03-21,0,0.06911792,0.726,1.0609929597275138,
981,Wolff Ltd,"Janasya Women's Crepe A-Line Kurta Shop from a huge range of great kurtas and kurtis from Janasya on Amazon. Pair them up with a range of salwars, chudidars, pallazos, skirts or even jeans to complete the look.",2023-02-21,0,0.0004864218,0.726,0.1095329066380471,
982,Wolff Ltd,"Moblios Mobile Telescope Lens kit for All Mobile Camera with 12x Zoom | DSLR Blur Background Effect [ Android & iOS Devices ] ★[ 12x Zoom Telescope Universal Camera Lens With Adjustable Holder for Mobile Camera ] . ✔Reliable packaging and full range of accessories. ✔Instantly converts your mobile phone into a telescope. ✔Good for color reduction producing high quality photographs. ✔New design to run rays effectively avoiding the contortion of image. ✔Compatible with i Phone Samsung HTC Nokia L enovo LG Hu awei etc. ✔With adjustable tripod, making it avoid of hand shake when photo-shooting. ✔New design of 12x zoom lens with attractive appearance, portable for travel. ✔With universal adjustable holder, making it easier and better to grip your phone. ★[ Features ] : - Color : Black - Magnification : 12x - Field of view : 246m - Exit pupil : dia 3.3mm - Lens magnification : 12x - Eye relief : 8.0 to 13mm - Angle of view : 9 degree - Objective lens : dia 18mm - Minimum focus distance : 3m - Full set : telescope lens + lens splint",2023-01-27,1,0.7256641,0.726,1.1000028156503965,
983,Wolff Ltd,General Knowledge for All  2019,2023-02-05,0,0.48974505,0.726,0.047923620649441,
984,Wolff Ltd,Capital Kitchenware Stainless Steel Pizza Cutter (Multicolour) Wonderful kitchen stylish pizza cutter- cut pizza stylish pizza cutter- cut pizza with great ease blade made of best performence stainless stee handle made of best performence plastic scientifically designed for effort less cutting stainless steel pizza wheel cutter pizza knife single wheel baking tools can be used to cut the pizza.,2023-02-10,0,0.0009488423,0.726,0.0515604307480722,
985,Wolff Ltd,Selective Premium Shaggy Carpet for Living Room (3 x 5 Feet) Size:3 x 5                                                                                 |                            Color Name:Shimmer Gold   Surfaces can alter the style of the total living area. This soft and stylish carpet will bring the uniqueness to the overall look.This Designer Shaggy carpet will bestow your home with elegance.,2023-02-19,0,0.031127281,0.726,1.1414165711025572,
986,Wolff Ltd,"Nova NSG 2439 700 Watt Panini Grill Sandwich Maker (Black/Grey) The Teflon grill plates offer a non-stick surface, making it easy to grill a sandwich. This appliance has a cool-touch body and can easily accommodate up to two bread slices. It also features a lid lock. Prepare a quick and healthy snack in the comfort of your home with the least effort. The toasting and grilling functions allow you to make an assorted variety of crisp and delicious sandwiches. This appliance has a cord length of 1.2 meters which lets you place at a distance from the power socket. This sandwich maker consumes up to 700 Watts of power. Product Description Grill A Sandwich Make the most delicious grilled and toasted sandwiches with the Nova Panini Grill maker. This device is user-friendly and safe, making it the perfect kitchen appliance. You can use multiple varieties of breads to grill or toast in this device. To prevent your sandwich from getting overcooked or burnt, this device comes with a light indicator which informs you of the progress of your sandwich. Its sleek, black body also comes with a lock to prevent it from opening while grilling. Non-Stick And Safe To Use The Nova Griller uses a non-stick plate to grill. Cleaning this device is now simple in the event of any spillage. Due to the grill plates, the sandwiches use less oil, making your meal healthy and fresh. This kitchen appliance is safe and user-friendly. It is built with a sturdy, heat-resistant body, keeping the outer body cool and safe to touch. Moreover, it also features an anti-skid base which prevents slipping and accidents. You can read the Brand: Nova Colour: Black with silver Functions: Grilling Power Consumption: 700 W Operating Voltage: 200-240 V Cooking plate: Fixed non-stick grill plates Non-skid Feet Heat-resistant Body Durable Body Integrated Light Indicator Adjustable Height Control to Clean Plates Includes: Instruction manual & Recipe Booklet From the Company With the Nova Griller , all you need to do is butter some bread, stuff it with a filling of your choice, grate some cheese over it, and grill it to make a delicious Griller. This sandwich maker has a non-stick plate, which prevents the bread from sticking on to the plates. In case of any spillage, these plates can be cleaned easily. The grill plates allow you to make sandwiches much faster than other methods. This handy Nova Pancomes with an integrated light indicator, which is on the outside of the appliance. This is helpful in showing you the progress of your sandwiches, which prevents them from getting burnt. Because of this, you are sure to get perfect golden brown grilled sandwiches every single time you use it. It consumes 700 watts of power in order to heat the plates to the maximum temperature that is needed for the grilling process.This appliance has non-skid feet, which ensures that is propped firmly on whatever surface it is kept. It also has a heat-resistant body, which keeps its outer surface cool even while it is in use. This feature is very helpful in preventing accidents that can occur if it gets too hot on the outside. It also comes with a lid lock that keeps it firmly closed while it is in use. Because of the fact that it has a non-stick coating, you can use a minimal amount of oil while making a sandwich. This is very beneficial for the health of any person, whether young or old. Product Features - Comes with non-stick fixed grill plates. Comes with grill functions. Includes a one year warranty. Has a Classy outer body. Has non-skid feet.",2023-03-15,0,0.004426663,0.726,0.1166540480987674,
987,Wolff Ltd,"JBL C50HI in-Ear Headphones with Mic (Blue) Colour:Blue   The new JBL C50HI is a dynamic, ultra-lightweight in-ear headphone. Its powerful 8.6mm drivers deliver the feel-it-in-your-bones bass response and legendary sound quality you expect from JBL. They’re feather-light for all-day comfort. An in-line microphone with universal remote control lets you talk and manage your calls on Android and iOS devices.",2023-02-17,1,0.6533967,0.726,1.1150984923560254,
988,Wolff Ltd,"Procus Epic 4K 12MP Action Camera, Touchscreen, Waterproof with WiFi 50 + Accessories Size name:50+ accessories   Professional Video Quality PROCUS EPIC features ultra HD 4K video recording with touchscreen. You can capture stunning (4K 25fps)  CLASS 10 Memory Card is required and recommended for best performance and smooth videos. Professional videos at 4K25FPS(3840 2160),2.7K 30FPS(2704 1524),1920 1080P 60FPS/30FPS ,1280 720P 120FPS videos are sharper and more lifelike than ever. High:resolution, high frame rate 4K 25fps and 2.7K 30fps video delivers distinctly smooth video. Fast, Powerful Photo Capture With 16 MP Burst photos at a blistering 30 frames per second, PROCUS EPIC has a built in LCD TOUCHSCREEN for easy preview and shooting. PROCUS EPIC helps you capture the moments with easy. Looping video, Time lapse, Continuous Lapse, Burst shots are some of the other features of the camera. Control, View and Instantly Share with Built:in WiFi Be able to captures the 170 degree wide angle perspective, PROCUS EPIC features built:in Wi:Fi, allowing you to connect to the smart phone, tablet, computer and more to sharing via text, email, Facebook, Twitter, and more to your friends, family or followers. The built:in Wi:Fi can control cameras from distances of up to 50:feet (15:meters). Use the remote control of the camera to choose the mode you prefer as you recording. You can shift from video to photo, burst photo to time lapse with just press the button of the remote for super convenience. Note: Micro SD Card of Class 10 is Highly Recommended for 4K Action Camera. PROCUS EPIC Action Camera Can add up to 64GB Micro SD Card.",2023-03-14,1,0.93487924,0.726,0.1572861506608865,
989,Wolff Ltd,"Cover Affair Designer Aztec Printed Slim Light Weight Back Cover for Apple iPhone 7(Pink, White, Blue, Black) Extra tough, reinforced waterproof polycarbonate material with HD ink used as official standard. Professional artwork covers the back and sides of the case which gives your Apple iPhone 7 Mobile Phone Cover Case or Shell as good as or a better look than Transparent, Flip & Wallet, Leather, Back & Bumper, Glitter Plated, Gold Plated, Diamond Plated, Wood & Marble Mobile Back Covers Cases or Shells or Pouches making it an attractive daily necessity with full access to buttons, controls and charging ports. All in all a Beautiful One of the Best Design Case with a Classic Theme & A Stylish, Trendy and Appeal / Quality suitable for both Girly / Girls and Boyish / Boys Taste. Kindly note, due to the nature of different monitors/tablets/smart phones, slight colour variation in actual product may occur and object may look slightly different in person.",2023-03-27,0,0.024350211,0.726,1.1158046999184683,
